"","game_id","game_date","home_team","away_team","home_score","away_score","point_differential","season"
"1","1999_01_ARI_PHI",1999-09-12,"PHI","ARI",24,25,-1,"1999"
"2","1999_01_BUF_IND",1999-09-12,"IND","BUF",31,14,17,"1999"
"3","1999_01_CAR_NO",1999-09-12,"NO","CAR",19,10,9,"1999"
"4","1999_01_CIN_TEN",1999-09-12,"TEN","CIN",36,35,1,"1999"
"5","1999_01_DAL_WAS",1999-09-12,"WAS","DAL",35,41,-6,"1999"
"6","1999_01_DET_SEA",1999-09-12,"SEA","DET",20,28,-8,"1999"
"7","1999_01_KC_CHI",1999-09-12,"CHI","KC",20,17,3,"1999"
"8","1999_01_MIA_DEN",1999-09-13,"DEN","MIA",21,38,-17,"1999"
"9","1999_01_MIN_ATL",1999-09-12,"ATL","MIN",14,17,-3,"1999"
"10","1999_01_NE_NYJ",1999-09-12,"NYJ","NE",28,30,-2,"1999"
"11","1999_01_NYG_TB",1999-09-12,"TB","NYG",13,17,-4,"1999"
"12","1999_01_OAK_GB",1999-09-12,"GB","LV",28,24,4,"1999"
"13","1999_01_PIT_CLE",1999-09-12,"CLE","PIT",0,43,-43,"1999"
"14","1999_01_SF_JAX",1999-09-12,"JAX","SF",41,3,38,"1999"
"15","1999_02_ARI_MIA",1999-09-19,"MIA","ARI",19,16,3,"1999"
"16","1999_02_ATL_DAL",1999-09-20,"DAL","ATL",24,7,17,"1999"
"17","1999_02_CLE_TEN",1999-09-19,"TEN","CLE",26,9,17,"1999"
"18","1999_02_DEN_KC",1999-09-19,"KC","DEN",26,10,16,"1999"
"19","1999_02_GB_DET",1999-09-19,"DET","GB",23,15,8,"1999"
"20","1999_02_IND_NE",1999-09-19,"NE","IND",31,28,3,"1999"
"21","1999_02_JAX_CAR",1999-09-19,"CAR","JAX",20,22,-2,"1999"
"22","1999_02_NO_SF",1999-09-19,"SF","NO",28,21,7,"1999"
"23","1999_02_NYJ_BUF",1999-09-19,"BUF","NYJ",17,3,14,"1999"
"24","1999_02_OAK_MIN",1999-09-19,"MIN","LV",17,22,-5,"1999"
"25","1999_02_PIT_BAL",1999-09-19,"BAL","PIT",20,23,-3,"1999"
"26","1999_02_SD_CIN",1999-09-19,"CIN","LAC",7,34,-27,"1999"
"27","1999_02_SEA_CHI",1999-09-19,"CHI","SEA",13,14,-1,"1999"
"28","1999_02_TB_PHI",1999-09-19,"PHI","TB",5,19,-14,"1999"
"29","1999_02_WAS_NYG",1999-09-19,"NYG","WAS",21,50,-29,"1999"
"30","1999_03_ATL_STL",1999-09-26,"LA","ATL",35,7,28,"1999"
"31","1999_03_CHI_OAK",1999-09-26,"LV","CHI",24,17,7,"1999"
"32","1999_03_CIN_CAR",1999-09-26,"CAR","CIN",27,3,24,"1999"
"33","1999_03_CLE_BAL",1999-09-26,"BAL","CLE",17,10,7,"1999"
"34","1999_03_DEN_TB",1999-09-26,"TB","DEN",13,10,3,"1999"
"35","1999_03_DET_KC",1999-09-26,"KC","DET",31,21,10,"1999"
"36","1999_03_IND_SD",1999-09-26,"LAC","IND",19,27,-8,"1999"
"37","1999_03_MIN_GB",1999-09-26,"GB","MIN",23,20,3,"1999"
"38","1999_03_NYG_NE",1999-09-26,"NE","NYG",16,14,2,"1999"
"39","1999_03_PHI_BUF",1999-09-26,"BUF","PHI",26,0,26,"1999"
"40","1999_03_SEA_PIT",1999-09-26,"PIT","SEA",10,29,-19,"1999"
"41","1999_03_SF_ARI",1999-09-27,"ARI","SF",10,24,-14,"1999"
"42","1999_03_TEN_JAX",1999-09-26,"JAX","TEN",19,20,-1,"1999"
"43","1999_03_WAS_NYJ",1999-09-26,"NYJ","WAS",20,27,-7,"1999"
"44","1999_04_ARI_DAL",1999-10-03,"DAL","ARI",35,7,28,"1999"
"45","1999_04_BAL_ATL",1999-10-03,"ATL","BAL",13,19,-6,"1999"
"46","1999_04_BUF_MIA",1999-10-04,"MIA","BUF",18,23,-5,"1999"
"47","1999_04_CAR_WAS",1999-10-03,"WAS","CAR",38,36,2,"1999"
"48","1999_04_JAX_PIT",1999-10-03,"PIT","JAX",3,17,-14,"1999"
"49","1999_04_KC_SD",1999-10-03,"LAC","KC",21,14,7,"1999"
"50","1999_04_NE_CLE",1999-10-03,"CLE","NE",7,19,-12,"1999"
"51","1999_04_NO_CHI",1999-10-03,"CHI","NO",14,10,4,"1999"
"52","1999_04_NYJ_DEN",1999-10-03,"DEN","NYJ",13,21,-8,"1999"
"53","1999_04_OAK_SEA",1999-10-03,"SEA","LV",22,21,1,"1999"
"54","1999_04_PHI_NYG",1999-10-03,"NYG","PHI",16,15,1,"1999"
"55","1999_04_STL_CIN",1999-10-03,"CIN","LA",10,38,-28,"1999"
"56","1999_04_TB_MIN",1999-10-03,"MIN","TB",21,14,7,"1999"
"57","1999_04_TEN_SF",1999-10-03,"SF","TEN",24,22,2,"1999"
"58","1999_05_ATL_NO",1999-10-10,"NO","ATL",17,20,-3,"1999"
"59","1999_05_BAL_TEN",1999-10-10,"TEN","BAL",14,11,3,"1999"
"60","1999_05_CHI_MIN",1999-10-10,"MIN","CHI",22,24,-2,"1999"
"61","1999_05_CIN_CLE",1999-10-10,"CLE","CIN",17,18,-1,"1999"
"62","1999_05_DAL_PHI",1999-10-10,"PHI","DAL",13,10,3,"1999"
"63","1999_05_DEN_OAK",1999-10-10,"LV","DEN",13,16,-3,"1999"
"64","1999_05_JAX_NYJ",1999-10-11,"NYJ","JAX",6,16,-10,"1999"
"65","1999_05_MIA_IND",1999-10-10,"IND","MIA",31,34,-3,"1999"
"66","1999_05_NE_KC",1999-10-10,"KC","NE",16,14,2,"1999"
"67","1999_05_NYG_ARI",1999-10-10,"ARI","NYG",14,3,11,"1999"
"68","1999_05_PIT_BUF",1999-10-10,"BUF","PIT",24,21,3,"1999"
"69","1999_05_SD_DET",1999-10-10,"DET","LAC",10,20,-10,"1999"
"70","1999_05_SF_STL",1999-10-10,"LA","SF",42,20,22,"1999"
"71","1999_05_TB_GB",1999-10-10,"GB","TB",26,23,3,"1999"
"72","1999_06_CAR_SF",1999-10-17,"SF","CAR",29,31,-2,"1999"
"73","1999_06_CLE_JAX",1999-10-17,"JAX","CLE",24,7,17,"1999"
"74","1999_06_DAL_NYG",1999-10-18,"NYG","DAL",13,10,3,"1999"
"75","1999_06_GB_DEN",1999-10-17,"DEN","GB",31,10,21,"1999"
"76","1999_06_IND_NYJ",1999-10-17,"NYJ","IND",13,16,-3,"1999"
"77","1999_06_MIA_NE",1999-10-17,"NE","MIA",30,31,-1,"1999"
"78","1999_06_MIN_DET",1999-10-17,"DET","MIN",25,23,2,"1999"
"79","1999_06_OAK_BUF",1999-10-17,"BUF","LV",14,20,-6,"1999"
"80","1999_06_PHI_CHI",1999-10-17,"CHI","PHI",16,20,-4,"1999"
"81","1999_06_PIT_CIN",1999-10-17,"CIN","PIT",3,17,-14,"1999"
"82","1999_06_SEA_SD",1999-10-17,"LAC","SEA",13,10,3,"1999"
"83","1999_06_STL_ATL",1999-10-17,"ATL","LA",13,41,-28,"1999"
"84","1999_06_TEN_NO",1999-10-17,"NO","TEN",21,24,-3,"1999"
"85","1999_06_WAS_ARI",1999-10-17,"ARI","WAS",10,24,-14,"1999"
"86","1999_07_ATL_PIT",1999-10-25,"PIT","ATL",13,9,4,"1999"
"87","1999_07_BUF_SEA",1999-10-24,"SEA","BUF",26,16,10,"1999"
"88","1999_07_CHI_TB",1999-10-24,"TB","CHI",6,3,3,"1999"
"89","1999_07_CIN_IND",1999-10-24,"IND","CIN",31,10,21,"1999"
"90","1999_07_CLE_STL",1999-10-24,"LA","CLE",34,3,31,"1999"
"91","1999_07_DEN_NE",1999-10-24,"NE","DEN",24,23,1,"1999"
"92","1999_07_DET_CAR",1999-10-24,"CAR","DET",9,24,-15,"1999"
"93","1999_07_GB_SD",1999-10-24,"LAC","GB",3,31,-28,"1999"
"94","1999_07_KC_BAL",1999-10-21,"BAL","KC",8,35,-27,"1999"
"95","1999_07_NO_NYG",1999-10-24,"NYG","NO",31,3,28,"1999"
"96","1999_07_NYJ_OAK",1999-10-24,"LV","NYJ",24,23,1,"1999"
"97","1999_07_PHI_MIA",1999-10-24,"MIA","PHI",16,13,3,"1999"
"98","1999_07_SF_MIN",1999-10-24,"MIN","SF",40,16,24,"1999"
"99","1999_07_WAS_DAL",1999-10-24,"DAL","WAS",38,20,18,"1999"
"100","1999_08_BUF_BAL",1999-10-31,"BAL","BUF",10,13,-3,"1999"
"101","1999_08_CAR_ATL",1999-10-31,"ATL","CAR",27,20,7,"1999"
"102","1999_08_CHI_WAS",1999-10-31,"WAS","CHI",48,22,26,"1999"
"103","1999_08_CLE_NO",1999-10-31,"NO","CLE",16,21,-5,"1999"
"104","1999_08_DAL_IND",1999-10-31,"IND","DAL",34,24,10,"1999"
"105","1999_08_JAX_CIN",1999-10-31,"CIN","JAX",10,41,-31,"1999"
"106","1999_08_MIA_OAK",1999-10-31,"LV","MIA",9,16,-7,"1999"
"107","1999_08_MIN_DEN",1999-10-31,"DEN","MIN",20,23,-3,"1999"
"108","1999_08_NE_ARI",1999-10-31,"ARI","NE",3,27,-24,"1999"
"109","1999_08_NYG_PHI",1999-10-31,"PHI","NYG",17,23,-6,"1999"
"110","1999_08_SD_KC",1999-10-31,"KC","LAC",34,0,34,"1999"
"111","1999_08_SEA_GB",1999-11-01,"GB","SEA",7,27,-20,"1999"
"112","1999_08_STL_TEN",1999-10-31,"TEN","LA",24,21,3,"1999"
"113","1999_08_TB_DET",1999-10-31,"DET","TB",20,3,17,"1999"
"114","1999_09_ARI_NYJ",1999-11-07,"NYJ","ARI",12,7,5,"1999"
"115","1999_09_BAL_CLE",1999-11-07,"CLE","BAL",9,41,-32,"1999"
"116","1999_09_BUF_WAS",1999-11-07,"WAS","BUF",17,34,-17,"1999"
"117","1999_09_CHI_GB",1999-11-07,"GB","CHI",13,14,-1,"1999"
"118","1999_09_CIN_SEA",1999-11-07,"SEA","CIN",37,20,17,"1999"
"119","1999_09_DAL_MIN",1999-11-08,"MIN","DAL",27,17,10,"1999"
"120","1999_09_DEN_SD",1999-11-07,"LAC","DEN",17,33,-16,"1999"
"121","1999_09_JAX_ATL",1999-11-07,"ATL","JAX",7,30,-23,"1999"
"122","1999_09_KC_IND",1999-11-07,"IND","KC",25,17,8,"1999"
"123","1999_09_PHI_CAR",1999-11-07,"CAR","PHI",33,7,26,"1999"
"124","1999_09_PIT_SF",1999-11-07,"SF","PIT",6,27,-21,"1999"
"125","1999_09_STL_DET",1999-11-07,"DET","LA",31,27,4,"1999"
"126","1999_09_TB_NO",1999-11-07,"NO","TB",16,31,-15,"1999"
"127","1999_09_TEN_MIA",1999-11-07,"MIA","TEN",17,0,17,"1999"
"128","1999_10_BAL_JAX",1999-11-14,"JAX","BAL",6,3,3,"1999"
"129","1999_10_CAR_STL",1999-11-14,"LA","CAR",35,10,25,"1999"
"130","1999_10_CLE_PIT",1999-11-14,"PIT","CLE",15,16,-1,"1999"
"131","1999_10_DEN_SEA",1999-11-14,"SEA","DEN",20,17,3,"1999"
"132","1999_10_DET_ARI",1999-11-14,"ARI","DET",23,19,4,"1999"
"133","1999_10_GB_DAL",1999-11-14,"DAL","GB",27,13,14,"1999"
"134","1999_10_IND_NYG",1999-11-14,"NYG","IND",19,27,-8,"1999"
"135","1999_10_KC_TB",1999-11-14,"TB","KC",17,10,7,"1999"
"136","1999_10_MIA_BUF",1999-11-14,"BUF","MIA",23,3,20,"1999"
"137","1999_10_MIN_CHI",1999-11-14,"CHI","MIN",24,27,-3,"1999"
"138","1999_10_NYJ_NE",1999-11-15,"NE","NYJ",17,24,-7,"1999"
"139","1999_10_SD_OAK",1999-11-14,"LV","LAC",28,9,19,"1999"
"140","1999_10_SF_NO",1999-11-14,"NO","SF",24,6,18,"1999"
"141","1999_10_TEN_CIN",1999-11-14,"CIN","TEN",14,24,-10,"1999"
"142","1999_10_WAS_PHI",1999-11-14,"PHI","WAS",35,28,7,"1999"
"143","1999_11_ATL_TB",1999-11-21,"TB","ATL",19,10,9,"1999"
"144","1999_11_BAL_CIN",1999-11-21,"CIN","BAL",31,34,-3,"1999"
"145","1999_11_BUF_NYJ",1999-11-21,"NYJ","BUF",17,7,10,"1999"
"146","1999_11_CAR_CLE",1999-11-21,"CLE","CAR",17,31,-14,"1999"
"147","1999_11_CHI_SD",1999-11-21,"LAC","CHI",20,23,-3,"1999"
"148","1999_11_DAL_ARI",1999-11-21,"ARI","DAL",13,9,4,"1999"
"149","1999_11_DET_GB",1999-11-21,"GB","DET",26,17,9,"1999"
"150","1999_11_IND_PHI",1999-11-21,"PHI","IND",17,44,-27,"1999"
"151","1999_11_NE_MIA",1999-11-21,"MIA","NE",27,17,10,"1999"
"152","1999_11_NO_JAX",1999-11-21,"JAX","NO",41,23,18,"1999"
"153","1999_11_NYG_WAS",1999-11-21,"WAS","NYG",23,13,10,"1999"
"154","1999_11_OAK_DEN",1999-11-22,"DEN","LV",27,21,6,"1999"
"155","1999_11_PIT_TEN",1999-11-21,"TEN","PIT",16,10,6,"1999"
"156","1999_11_SEA_KC",1999-11-21,"KC","SEA",19,31,-12,"1999"
"157","1999_11_STL_SF",1999-11-21,"SF","LA",7,23,-16,"1999"
"158","1999_12_ARI_NYG",1999-11-28,"NYG","ARI",24,34,-10,"1999"
"159","1999_12_ATL_CAR",1999-11-28,"CAR","ATL",34,28,6,"1999"
"160","1999_12_CHI_DET",1999-11-25,"DET","CHI",21,17,4,"1999"
"161","1999_12_CIN_PIT",1999-11-28,"PIT","CIN",20,27,-7,"1999"
"162","1999_12_GB_SF",1999-11-29,"SF","GB",3,20,-17,"1999"
"163","1999_12_JAX_BAL",1999-11-28,"BAL","JAX",23,30,-7,"1999"
"164","1999_12_KC_OAK",1999-11-28,"LV","KC",34,37,-3,"1999"
"165","1999_12_MIA_DAL",1999-11-25,"DAL","MIA",20,0,20,"1999"
"166","1999_12_NE_BUF",1999-11-28,"BUF","NE",17,7,10,"1999"
"167","1999_12_NO_STL",1999-11-28,"LA","NO",43,12,31,"1999"
"168","1999_12_NYJ_IND",1999-11-28,"IND","NYJ",13,6,7,"1999"
"169","1999_12_PHI_WAS",1999-11-28,"WAS","PHI",20,17,3,"1999"
"170","1999_12_SD_MIN",1999-11-28,"MIN","LAC",35,27,8,"1999"
"171","1999_12_TB_SEA",1999-11-28,"SEA","TB",3,16,-13,"1999"
"172","1999_12_TEN_CLE",1999-11-28,"CLE","TEN",21,33,-12,"1999"
"173","1999_13_CLE_SD",1999-12-05,"LAC","CLE",23,10,13,"1999"
"174","1999_13_DAL_NE",1999-12-05,"NE","DAL",13,6,7,"1999"
"175","1999_13_GB_CHI",1999-12-05,"CHI","GB",19,35,-16,"1999"
"176","1999_13_IND_MIA",1999-12-05,"MIA","IND",34,37,-3,"1999"
"177","1999_13_KC_DEN",1999-12-05,"DEN","KC",10,16,-6,"1999"
"178","1999_13_MIN_TB",1999-12-06,"TB","MIN",24,17,7,"1999"
"179","1999_13_NO_ATL",1999-12-05,"ATL","NO",35,12,23,"1999"
"180","1999_13_NYJ_NYG",1999-12-05,"NYG","NYJ",41,28,13,"1999"
"181","1999_13_PHI_ARI",1999-12-05,"ARI","PHI",21,17,4,"1999"
"182","1999_13_PIT_JAX",1999-12-02,"JAX","PIT",20,6,14,"1999"
"183","1999_13_SEA_OAK",1999-12-05,"LV","SEA",30,21,9,"1999"
"184","1999_13_SF_CIN",1999-12-05,"CIN","SF",44,30,14,"1999"
"185","1999_13_STL_CAR",1999-12-05,"CAR","LA",21,34,-13,"1999"
"186","1999_13_TEN_BAL",1999-12-05,"BAL","TEN",41,14,27,"1999"
"187","1999_13_WAS_DET",1999-12-05,"DET","WAS",33,17,16,"1999"
"188","1999_14_ARI_WAS",1999-12-12,"WAS","ARI",28,3,25,"1999"
"189","1999_14_ATL_SF",1999-12-12,"SF","ATL",26,7,19,"1999"
"190","1999_14_BAL_PIT",1999-12-12,"PIT","BAL",24,31,-7,"1999"
"191","1999_14_CAR_GB",1999-12-12,"GB","CAR",31,33,-2,"1999"
"192","1999_14_CLE_CIN",1999-12-12,"CIN","CLE",44,28,16,"1999"
"193","1999_14_DEN_JAX",1999-12-13,"JAX","DEN",27,24,3,"1999"
"194","1999_14_DET_TB",1999-12-12,"TB","DET",23,16,7,"1999"
"195","1999_14_MIA_NYJ",1999-12-12,"NYJ","MIA",28,20,8,"1999"
"196","1999_14_MIN_KC",1999-12-12,"KC","MIN",31,28,3,"1999"
"197","1999_14_NE_IND",1999-12-12,"IND","NE",20,15,5,"1999"
"198","1999_14_NYG_BUF",1999-12-12,"BUF","NYG",17,19,-2,"1999"
"199","1999_14_OAK_TEN",1999-12-09,"TEN","LV",21,14,7,"1999"
"200","1999_14_PHI_DAL",1999-12-12,"DAL","PHI",20,10,10,"1999"
"201","1999_14_SD_SEA",1999-12-12,"SEA","LAC",16,19,-3,"1999"
"202","1999_14_STL_NO",1999-12-12,"NO","LA",14,30,-16,"1999"
"203","1999_15_ATL_TEN",1999-12-19,"TEN","ATL",30,17,13,"1999"
"204","1999_15_BUF_ARI",1999-12-19,"ARI","BUF",21,31,-10,"1999"
"205","1999_15_DET_CHI",1999-12-19,"CHI","DET",28,10,18,"1999"
"206","1999_15_GB_MIN",1999-12-20,"MIN","GB",24,20,4,"1999"
"207","1999_15_JAX_CLE",1999-12-19,"CLE","JAX",14,24,-10,"1999"
"208","1999_15_NE_PHI",1999-12-19,"PHI","NE",24,9,15,"1999"
"209","1999_15_NO_BAL",1999-12-19,"BAL","NO",31,8,23,"1999"
"210","1999_15_NYG_STL",1999-12-19,"LA","NYG",31,10,21,"1999"
"211","1999_15_NYJ_DAL",1999-12-19,"DAL","NYJ",21,22,-1,"1999"
"212","1999_15_PIT_KC",1999-12-18,"KC","PIT",35,19,16,"1999"
"213","1999_15_SD_MIA",1999-12-19,"MIA","LAC",12,9,3,"1999"
"214","1999_15_SEA_DEN",1999-12-19,"DEN","SEA",36,30,6,"1999"
"215","1999_15_SF_CAR",1999-12-18,"CAR","SF",41,24,17,"1999"
"216","1999_15_TB_OAK",1999-12-19,"LV","TB",45,0,45,"1999"
"217","1999_15_WAS_IND",1999-12-19,"IND","WAS",24,21,3,"1999"
"218","1999_16_ARI_ATL",1999-12-26,"ATL","ARI",37,14,23,"1999"
"219","1999_16_BUF_NE",1999-12-26,"NE","BUF",10,13,-3,"1999"
"220","1999_16_CAR_PIT",1999-12-26,"PIT","CAR",30,20,10,"1999"
"221","1999_16_CHI_STL",1999-12-26,"LA","CHI",34,12,22,"1999"
"222","1999_16_CIN_BAL",1999-12-26,"BAL","CIN",22,0,22,"1999"
"223","1999_16_DAL_NO",1999-12-24,"NO","DAL",31,24,7,"1999"
"224","1999_16_DEN_DET",1999-12-25,"DET","DEN",7,17,-10,"1999"
"225","1999_16_GB_TB",1999-12-26,"TB","GB",29,10,19,"1999"
"226","1999_16_IND_CLE",1999-12-26,"CLE","IND",28,29,-1,"1999"
"227","1999_16_JAX_TEN",1999-12-26,"TEN","JAX",41,14,27,"1999"
"228","1999_16_KC_SEA",1999-12-26,"SEA","KC",23,14,9,"1999"
"229","1999_16_MIN_NYG",1999-12-26,"NYG","MIN",17,34,-17,"1999"
"230","1999_16_NYJ_MIA",1999-12-27,"MIA","NYJ",31,38,-7,"1999"
"231","1999_16_OAK_SD",1999-12-26,"LAC","LV",23,20,3,"1999"
"232","1999_16_WAS_SF",1999-12-26,"SF","WAS",20,26,-6,"1999"
"233","2000_01_ARI_NYG",2000-09-03,"NYG","ARI",21,16,5,"2000"
"234","2000_01_BAL_PIT",2000-09-03,"PIT","BAL",0,16,-16,"2000"
"235","2000_01_CAR_WAS",2000-09-03,"WAS","CAR",20,17,3,"2000"
"236","2000_01_CHI_MIN",2000-09-03,"MIN","CHI",30,27,3,"2000"
"237","2000_01_DEN_STL",2000-09-04,"LA","DEN",41,36,5,"2000"
"238","2000_01_DET_NO",2000-09-03,"NO","DET",10,14,-4,"2000"
"239","2000_01_IND_KC",2000-09-03,"KC","IND",14,27,-13,"2000"
"240","2000_01_JAX_CLE",2000-09-03,"CLE","JAX",7,27,-20,"2000"
"241","2000_01_NYJ_GB",2000-09-03,"GB","NYJ",16,20,-4,"2000"
"242","2000_01_PHI_DAL",2000-09-03,"DAL","PHI",14,41,-27,"2000"
"243","2000_01_SD_OAK",2000-09-03,"LV","LAC",9,6,3,"2000"
"244","2000_01_SEA_MIA",2000-09-03,"MIA","SEA",23,0,23,"2000"
"245","2000_01_SF_ATL",2000-09-03,"ATL","SF",36,28,8,"2000"
"246","2000_01_TB_NE",2000-09-03,"NE","TB",16,21,-5,"2000"
"247","2000_01_TEN_BUF",2000-09-03,"BUF","TEN",16,13,3,"2000"
"248","2000_02_ATL_DEN",2000-09-10,"DEN","ATL",42,14,28,"2000"
"249","2000_02_CAR_SF",2000-09-10,"SF","CAR",22,38,-16,"2000"
"250","2000_02_CHI_TB",2000-09-10,"TB","CHI",41,0,41,"2000"
"251","2000_02_CLE_CIN",2000-09-10,"CIN","CLE",7,24,-17,"2000"
"252","2000_02_DAL_ARI",2000-09-10,"ARI","DAL",32,31,1,"2000"
"253","2000_02_GB_BUF",2000-09-10,"BUF","GB",27,18,9,"2000"
"254","2000_02_JAX_BAL",2000-09-10,"BAL","JAX",39,36,3,"2000"
"255","2000_02_KC_TEN",2000-09-10,"TEN","KC",17,14,3,"2000"
"256","2000_02_MIA_MIN",2000-09-10,"MIN","MIA",13,7,6,"2000"
"257","2000_02_NE_NYJ",2000-09-11,"NYJ","NE",20,19,1,"2000"
"258","2000_02_NO_SD",2000-09-10,"LAC","NO",27,28,-1,"2000"
"259","2000_02_NYG_PHI",2000-09-10,"PHI","NYG",18,33,-15,"2000"
"260","2000_02_OAK_IND",2000-09-10,"IND","LV",31,38,-7,"2000"
"261","2000_02_STL_SEA",2000-09-10,"SEA","LA",34,37,-3,"2000"
"262","2000_02_WAS_DET",2000-09-10,"DET","WAS",15,10,5,"2000"
"263","2000_03_ATL_CAR",2000-09-17,"CAR","ATL",10,15,-5,"2000"
"264","2000_03_BAL_MIA",2000-09-17,"MIA","BAL",19,6,13,"2000"
"265","2000_03_BUF_NYJ",2000-09-17,"NYJ","BUF",27,14,13,"2000"
"266","2000_03_CIN_JAX",2000-09-17,"JAX","CIN",13,0,13,"2000"
"267","2000_03_DAL_WAS",2000-09-18,"WAS","DAL",21,27,-6,"2000"
"268","2000_03_DEN_OAK",2000-09-17,"LV","DEN",24,33,-9,"2000"
"269","2000_03_MIN_NE",2000-09-17,"NE","MIN",13,21,-8,"2000"
"270","2000_03_NO_SEA",2000-09-17,"SEA","NO",20,10,10,"2000"
"271","2000_03_NYG_CHI",2000-09-17,"CHI","NYG",7,14,-7,"2000"
"272","2000_03_PHI_GB",2000-09-17,"GB","PHI",6,3,3,"2000"
"273","2000_03_PIT_CLE",2000-09-17,"CLE","PIT",23,20,3,"2000"
"274","2000_03_SF_STL",2000-09-17,"LA","SF",41,24,17,"2000"
"275","2000_03_TB_DET",2000-09-17,"DET","TB",10,31,-21,"2000"
"276","2000_04_CIN_BAL",2000-09-24,"BAL","CIN",37,0,37,"2000"
"277","2000_04_CLE_OAK",2000-09-24,"LV","CLE",36,10,26,"2000"
"278","2000_04_DET_CHI",2000-09-24,"CHI","DET",14,21,-7,"2000"
"279","2000_04_GB_ARI",2000-09-24,"ARI","GB",3,29,-26,"2000"
"280","2000_04_JAX_IND",2000-09-25,"IND","JAX",43,14,29,"2000"
"281","2000_04_KC_DEN",2000-09-24,"DEN","KC",22,23,-1,"2000"
"282","2000_04_NE_MIA",2000-09-24,"MIA","NE",10,3,7,"2000"
"283","2000_04_NYJ_TB",2000-09-24,"TB","NYJ",17,21,-4,"2000"
"284","2000_04_PHI_NO",2000-09-24,"NO","PHI",7,21,-14,"2000"
"285","2000_04_SEA_SD",2000-09-24,"LAC","SEA",12,20,-8,"2000"
"286","2000_04_SF_DAL",2000-09-24,"DAL","SF",24,41,-17,"2000"
"287","2000_04_STL_ATL",2000-09-24,"ATL","LA",20,41,-21,"2000"
"288","2000_04_TEN_PIT",2000-09-24,"PIT","TEN",20,23,-3,"2000"
"289","2000_04_WAS_NYG",2000-09-24,"NYG","WAS",6,16,-10,"2000"
"290","2000_05_ARI_SF",2000-10-01,"SF","ARI",27,20,7,"2000"
"291","2000_05_ATL_PHI",2000-10-01,"PHI","ATL",38,10,28,"2000"
"292","2000_05_BAL_CLE",2000-10-01,"CLE","BAL",0,12,-12,"2000"
"293","2000_05_CHI_GB",2000-10-01,"GB","CHI",24,27,-3,"2000"
"294","2000_05_DAL_CAR",2000-10-01,"CAR","DAL",13,16,-3,"2000"
"295","2000_05_IND_BUF",2000-10-01,"BUF","IND",16,18,-2,"2000"
"296","2000_05_MIA_CIN",2000-10-01,"CIN","MIA",16,31,-15,"2000"
"297","2000_05_MIN_DET",2000-10-01,"DET","MIN",24,31,-7,"2000"
"298","2000_05_NE_DEN",2000-10-01,"DEN","NE",19,28,-9,"2000"
"299","2000_05_NYG_TEN",2000-10-01,"TEN","NYG",28,14,14,"2000"
"300","2000_05_PIT_JAX",2000-10-01,"JAX","PIT",13,24,-11,"2000"
"301","2000_05_SD_STL",2000-10-01,"LA","LAC",57,31,26,"2000"
"302","2000_05_SEA_KC",2000-10-02,"KC","SEA",24,17,7,"2000"
"303","2000_05_TB_WAS",2000-10-01,"WAS","TB",20,17,3,"2000"
"304","2000_06_BAL_JAX",2000-10-08,"JAX","BAL",10,15,-5,"2000"
"305","2000_06_CLE_ARI",2000-10-08,"ARI","CLE",29,21,8,"2000"
"306","2000_06_DEN_SD",2000-10-08,"LAC","DEN",7,21,-14,"2000"
"307","2000_06_GB_DET",2000-10-08,"DET","GB",31,24,7,"2000"
"308","2000_06_IND_NE",2000-10-08,"NE","IND",24,16,8,"2000"
"309","2000_06_NO_CHI",2000-10-08,"CHI","NO",10,31,-21,"2000"
"310","2000_06_NYG_ATL",2000-10-08,"ATL","NYG",6,13,-7,"2000"
"311","2000_06_OAK_SF",2000-10-08,"SF","LV",28,34,-6,"2000"
"312","2000_06_PIT_NYJ",2000-10-08,"NYJ","PIT",3,20,-17,"2000"
"313","2000_06_SEA_CAR",2000-10-08,"CAR","SEA",26,3,23,"2000"
"314","2000_06_TB_MIN",2000-10-09,"MIN","TB",30,23,7,"2000"
"315","2000_06_TEN_CIN",2000-10-08,"CIN","TEN",14,23,-9,"2000"
"316","2000_06_WAS_PHI",2000-10-08,"PHI","WAS",14,17,-3,"2000"
"317","2000_07_ATL_STL",2000-10-15,"LA","ATL",45,29,16,"2000"
"318","2000_07_BAL_WAS",2000-10-15,"WAS","BAL",10,3,7,"2000"
"319","2000_07_CAR_NO",2000-10-15,"NO","CAR",24,6,18,"2000"
"320","2000_07_CIN_PIT",2000-10-15,"PIT","CIN",15,0,15,"2000"
"321","2000_07_CLE_DEN",2000-10-15,"DEN","CLE",44,10,34,"2000"
"322","2000_07_DAL_NYG",2000-10-15,"NYG","DAL",19,14,5,"2000"
"323","2000_07_IND_SEA",2000-10-15,"SEA","IND",24,37,-13,"2000"
"324","2000_07_JAX_TEN",2000-10-16,"TEN","JAX",27,13,14,"2000"
"325","2000_07_MIN_CHI",2000-10-15,"CHI","MIN",16,28,-12,"2000"
"326","2000_07_NYJ_NE",2000-10-15,"NE","NYJ",17,34,-17,"2000"
"327","2000_07_OAK_KC",2000-10-15,"KC","LV",17,20,-3,"2000"
"328","2000_07_PHI_ARI",2000-10-15,"ARI","PHI",14,33,-19,"2000"
"329","2000_07_SD_BUF",2000-10-15,"BUF","LAC",27,24,3,"2000"
"330","2000_07_SF_GB",2000-10-15,"GB","SF",31,28,3,"2000"
